db_id,assembly_accession,assembly_uid,genus_name,genus_db_id,genus_ncbi_id,species_name,species_db_id,species_ncbi_id
31402,GCF_001134705.1,404601,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31409,GCF_001172645.1,423571,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31417,GCF_000173295.1,214838,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31419,GCF_900044845.1,663821,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31426,GCF_001129945.1,402221,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31428,GCF_001329015.1,509941,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31436,GCF_001135045.1,404771,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31457,GCF_900058985.1,651441,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31467,GCF_001134785.1,404641,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31469,GCF_001145905.1,410201,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31493,GCF_001089825.1,493551,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31508,GCF_001126845.1,400671,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31509,GCF_001347435.1,519141,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31511,GCF_001166925.1,420711,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31530,GCF_001121585.1,398041,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31531,GCF_001147625.1,411061,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31535,GCF_900054985.1,678541,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31536,GCF_001330195.1,510521,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31540,GCF_900034005.1,677561,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31543,GCF_001329635.1,510251,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31545,GCF_900025865.1,698601,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31551,GCF_000196595.1,265018,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31561,GCF_001404075.1,555251,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31565,GCF_001083465.1,378981,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31568,GCF_000689155.1,177621,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31571,GCF_001137625.1,406061,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31574,GCF_000232525.1,470508,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31585,GCF_001102025.1,388261,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31601,GCF_900055435.1,691931,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31611,GCF_001157525.1,416011,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31615,GCF_000279815.1,491628,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31628,GCF_001108925.1,391711,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31632,GCF_900033915.1,701121,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31649,GCF_001093925.1,384211,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31661,GCF_001167885.1,495571,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31686,GCF_001110625.1,392561,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31688,GCF_001147705.1,411101,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31693,GCF_001106865.1,494651,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31694,GCF_001113265.1,393881,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31696,GCF_001134385.1,404441,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31699,GCF_900064905.1,668101,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31708,GCF_001347395.1,519121,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31710,GCF_001171445.1,422971,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31712,GCF_001166185.1,420341,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31734,GCF_001159485.1,416991,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31736,GCF_001121385.1,397941,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31737,GCF_001094865.1,384681,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31740,GCF_900018465.1,668181,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31745,GCF_001345555.1,518201,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31749,GCF_001163765.1,419131,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31752,GCF_001121365.1,397931,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31755,GCF_900051645.1,700401,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31757,GCF_001129605.1,402051,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31787,GCF_001153185.1,413841,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31795,GCF_900061815.1,701201,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31797,GCF_001137105.1,405801,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31805,GCF_900025965.1,677181,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31816,GCF_000279125.1,491248,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31817,GCF_001096205.1,385351,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31818,GCF_001160085.1,417291,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31822,GCF_900055925.1,691291,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31834,GCF_001157405.1,415951,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31848,GCF_000692035.1,179061,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31863,GCF_900024705.1,667761,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31870,GCF_001127725.1,401111,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31895,GCF_001166325.1,420411,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31896,GCF_001202215.1,438471,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31900,GCF_001094185.1,384341,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31903,GCF_000334775.1,535528,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31906,GCF_001118785.1,396641,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31913,GCF_001098445.1,496361,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31919,GCF_900028915.1,691501,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31921,GCF_001347375.1,519111,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31925,GCF_001132525.1,403511,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31926,GCF_001083025.1,378761,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31928,GCF_900003765.1,703211,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31942,GCF_001149305.1,411901,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31946,GCF_001165225.1,419861,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31947,GCF_900052545.1,676731,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31953,GCF_900023925.1,697571,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31954,GCF_900030685.1,653621,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31967,GCF_900052995.1,660931,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31970,GCF_900023315.1,680681,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31971,GCF_001143565.1,409031,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31973,GCF_001143265.1,408881,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31979,GCF_000334575.1,535328,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31982,GCF_001341215.1,516031,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31983,GCF_001118205.1,396351,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
31999,GCF_900020055.1,698001,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32003,GCF_001146265.1,410381,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32004,GCF_900036595.1,693511,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32009,GCF_001301695.1,495421,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32011,GCF_000014365.1,35468,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32019,GCF_900060815.1,653541,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32020,GCF_001204015.1,439371,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32029,GCF_001170305.1,422401,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32038,GCF_900064055.1,694551,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32044,GCF_001326335.1,508601,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32046,GCF_001092665.1,383581,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32055,GCF_900018935.1,700031,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32059,GCF_001581235.1,656841,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32065,GCF_001124485.1,399491,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32072,GCF_001347195.1,519021,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32076,GCF_900058935.1,684751,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32082,GCF_001121145.1,397821,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32084,GCF_001348055.1,519451,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32091,GCF_900045485.1,665531,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32092,GCF_001300575.1,493191,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32102,GCF_001329435.1,510151,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32106,GCF_001086065.1,380281,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32108,GCF_001202335.1,438531,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32111,GCF_001126465.1,400481,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32120,GCF_001339235.1,515041,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32124,GCF_900047865.1,691881,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32127,GCF_001299915.1,491361,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32140,GCF_001115085.1,495721,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32143,GCF_900024555.1,687541,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32145,GCF_001171945.1,423221,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32152,GCF_001102365.1,495781,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32157,GCF_001198315.1,436521,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32205,GCF_900047585.1,654451,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32220,GCF_001163845.1,496141,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32225,GCF_001167925.1,421211,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32232,GCF_900049885.1,695031,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32238,GCF_001337835.1,514341,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32242,GCF_900055235.1,701521,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32243,GCF_900047015.1,681581,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32247,GCF_900049555.1,701211,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32248,GCF_900027085.1,696901,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32254,GCF_001341515.1,516181,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32258,GCF_001092565.1,383531,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32285,GCF_001338455.1,514651,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32301,GCF_001124325.1,399411,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32309,GCF_001338235.1,514541,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32311,GCF_001330915.1,510881,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32313,GCF_001207965.1,441341,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32324,GCF_001095525.1,385011,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32325,GCF_001335975.1,513411,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32333,GCF_001095825.1,385161,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32344,GCF_001114645.1,394571,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32354,GCF_900021685.1,701811,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32367,GCF_001094145.1,384321,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32388,GCF_900027215.1,692081,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32395,GCF_900029975.1,690981,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32406,GCF_001585225.1,659051,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32413,GCF_900059345.1,672651,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32419,GCF_001346135.1,518491,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32431,GCF_001084865.1,492821,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32439,GCF_001203355.1,439041,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32442,GCF_001301435.1,494921,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32445,GCF_900035625.1,682211,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32453,GCF_001145025.1,491681,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32454,GCF_900050685.1,669811,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32455,GCF_001144485.1,409491,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32493,GCF_000171595.1,211538,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32511,GCF_001195405.1,435081,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32535,GCF_001200955.1,437841,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32550,GCF_000211035.1,592358,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32551,GCF_001174725.1,424611,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32558,GCF_001134465.1,495461,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32564,GCF_001142025.1,408261,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32569,GCF_001301555.1,495171,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32582,GCF_001093405.1,383951,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32590,GCF_001153145.1,413821,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32591,GCF_900032815.1,681691,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32595,GCF_900020855.1,663651,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32608,GCF_001104185.1,389341,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32610,GCF_001129025.1,492951,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32618,GCF_001119845.1,491661,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32634,GCF_001199295.1,437011,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32640,GCF_001110285.1,392391,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32643,GCF_001113085.1,393791,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32648,GCF_001197135.1,435931,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32653,GCF_001158465.1,416481,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32665,GCF_001329135.1,510001,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32674,GCF_001168665.1,495861,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32689,GCF_001147645.1,411071,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32707,GCF_001132965.1,403731,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32714,GCF_000334635.1,535388,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32715,GCF_001149205.1,411851,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32719,GCF_900043815.1,684031,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32721,GCF_900057095.1,687681,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32725,GCF_900056355.1,703921,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32734,GCF_001342435.1,516641,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32736,GCF_001145325.1,409911,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32743,GCF_001345635.1,518241,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32744,GCF_001134865.1,404681,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32749,GCF_001348415.1,519631,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32750,GCF_900032875.1,699691,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32758,GCF_001085805.1,380151,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32759,GCF_001092125.1,383311,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32763,GCF_001150245.1,412371,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32769,GCF_001114145.1,494801,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32773,GCF_001585705.1,659291,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32780,GCF_001300535.1,493141,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32788,GCF_900024775.1,668611,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32796,GCF_001171405.1,494741,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32817,GCF_900030555.1,688551,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32825,GCF_900059325.1,667771,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32830,GCF_001168485.1,421491,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32834,GCF_001137025.1,405761,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32836,GCF_001122505.1,495791,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32844,GCF_900065145.1,685531,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32854,GCF_001115265.1,394881,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32855,GCF_001141285.1,407891,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32862,GCF_900030055.1,686011,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32868,GCF_900050495.1,696141,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32875,GCF_900060545.1,654221,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32883,GCF_001343495.1,517171,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32889,GCF_900025945.1,679251,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32900,GCF_001584785.1,658831,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32914,GCF_900028845.1,654161,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32937,GCF_001144505.1,409501,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32952,GCF_001125905.1,400201,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32954,GCF_900030315.1,681291,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32957,GCF_001135565.1,405031,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32960,GCF_001345915.1,518381,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32963,GCF_001330495.1,510671,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32966,GCF_001202255.1,438491,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32970,GCF_001107125.1,390811,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32977,GCF_001149965.1,412231,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32986,GCF_001172765.1,423631,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32990,GCF_001105345.1,389921,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32994,GCF_900061755.1,691911,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32996,GCF_001144525.1,409511,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
32998,GCF_001344655.1,517751,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33002,GCF_001164265.1,419381,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33003,GCF_001158845.1,416671,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33006,GCF_001205055.1,439891,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33009,GCF_900029435.1,671831,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33024,GCF_900042885.1,666221,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33032,GCF_001335415.1,513131,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33043,GCF_001334615.1,512731,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33044,GCF_001152425.1,413461,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33057,GCF_900034085.1,653471,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33086,GCF_001158405.1,416451,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33087,GCF_001113465.1,393981,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33093,GCF_001097305.1,495221,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33098,GCF_001136785.1,405641,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33099,GCF_900063455.1,699111,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33130,GCF_900030405.1,691861,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33131,GCF_001126305.1,400401,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33132,GCF_001106205.1,390351,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33135,GCF_001150425.1,491161,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33143,GCF_900057005.1,687381,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33152,GCF_001168345.1,421421,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33166,GCF_001110565.1,392531,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33169,GCF_001330355.1,510601,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33175,GCF_900023415.1,666121,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33180,GCF_001338295.1,514571,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33193,GCF_001173045.1,423771,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33195,GCF_001343115.1,516981,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33197,GCF_900023985.1,653871,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33199,GCF_001095065.1,492011,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33201,GCF_900053255.1,661471,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33202,GCF_900055555.1,703951,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33203,GCF_001300795.1,493701,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33206,GCF_001101205.1,493441,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33211,GCF_900020765.1,660021,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33212,GCF_001346355.1,518601,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33233,GCF_001335515.1,513181,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33235,GCF_900052755.1,651591,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33252,GCF_001302035.1,496231,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33268,GCF_001108365.1,391431,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33287,GCF_900018385.1,651361,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33299,GCF_900031795.1,663571,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33301,GCF_001174505.1,424501,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33302,GCF_000251705.1,479488,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33305,GCF_900044805.1,682271,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33307,GCF_001142945.1,408721,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33308,GCF_001128485.1,401491,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33320,GCF_001117005.1,395751,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33322,GCF_001140545.1,407521,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33333,GCF_001155305.1,414901,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33335,GCF_001089685.1,382091,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33347,GCF_001168185.1,421341,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33354,GCF_001108565.1,391531,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33359,GCF_900037185.1,701501,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33361,GCF_001122825.1,398661,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33367,GCF_900021415.1,661201,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33369,GCF_001147445.1,410971,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33375,GCF_001142845.1,496051,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33398,GCF_900036095.1,690471,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33413,GCF_001142005.1,496621,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33415,GCF_001343455.1,517151,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33418,GCF_900021775.1,685371,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33422,GCF_001326575.1,508721,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33432,GCF_001345895.1,518371,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33436,GCF_001586085.1,659481,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33440,GCF_001084665.1,379581,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33445,GCF_900024985.1,654041,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33452,GCF_900023995.1,654511,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33466,GCF_900026075.1,698981,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33478,GCF_001162245.1,418371,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33500,GCF_001164745.1,419621,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
33518,GCF_001334275.1,512561,Streptococcus,323,1301,Streptococcus pneumoniae,1408,1313
